base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,,,Public Financial Corporations,,354554.9811,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,,,Private Financial Corporations,,366518.1557,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,,,General Government,,1202315.518,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,,,Households Including NPISH,,5418695.808,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,,,Total Gross Value Added,,12451937.71,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,,1306917.924,974672.2913,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,564712.2105,415906.1291,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,174986.5114,138172.953,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,126293,87709.68623,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,2172909.646,1616461.06,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Mining and Quarrying,,,,296040.8679,344972.0724,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,,219374.6271,186138.4843,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,,269726.5935,246312.9274,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,Metal Products,,,268891.8858,254899.927,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,Machinery and Equipment,,,426904.6472,379133.931,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,Other Manufactured Goods,,,880194.9818,797349.3182,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,,,,2065092.735,1863834.588,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,321765.426,224323,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Construction,,,,1000459.05,852821.332,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,1297931.732,1144300.197,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,127921.6391,112663.8667,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",,,,1425853.371,1256964.064,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,101595.9254,84089,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,,395500.9943,341648.916,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,,6507.919632,8105.588908,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,,19950.05154,6057.373631,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,,95725.16783,80494.85718,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,7162.250982,6078.55665,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,242071.354,205073.4053,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",,,,868513.6637,731547.6976,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Financial Services,,,,721073.1367,671852.9853,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",,,,1911358.925,1622340.224,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Public Administration and Defence,,,,737820.2563,569804.1639,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Other Services,,,,931050.6292,714798.7124,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Total Gross Value Added,,,,12451937.71,10469719.9,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,804048.5966,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,4363073.122,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,,,Public Financial Corporations,,358301.2377,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,,,Private Financial Corporations,,368952.93,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,,,General Government,,1205184.032,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,,,Households Including NPISH,,5467086.066,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,,,Total Gross Value Added,,12566645.98,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,,1327996.868,966344.5781,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,584070.4413,421369.2458,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,182247.2435,137022.1108,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,131053.1832,90480.02936,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,2225367.736,1615215.964,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Mining and Quarrying,,,,301230.1256,328452.933,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,,204598.9082,168931.9861,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,,296144.7345,259680.2153,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Metal Products,,,233751.3611,237484.6314,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Machinery and Equipment,,,502711.6422,415288.5536,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Other Manufactured Goods,,,878911.8599,817404.4775,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,,,,2116118.506,1898789.864,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,336977.7133,224198,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Construction,,,,992298.0611,866440.2566,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,1304934.639,1148216.299,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,126081.7405,110822.5574,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",,,,1431016.38,1259038.856,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,100436.1604,85452,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,,399975.9657,342021.4395,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,,7353.744261,8099.625047,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,,20349.78649,6052.877096,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,,94138.93004,80682.51072,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,6655.483461,6061.424774,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,243322.7045,206218.4445,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",,,,872232.7749,734588.3216,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Financial Services,,,,727254.1677,674021.77,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",,,,1904030.134,1625891.495,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Public Administration and Defence,,,,731639.9507,565018.7006,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Other Services,,,,928480.4346,711691.6616,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Total Gross Value Added,,,,12566645.98,10503347.82,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,806523.8959,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,4340544.505,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,,,Public Financial Corporations,,358301.2877,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,,,Private Financial Corporations,,367984.9881,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,,,General Government,,1205540.222,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,,,Households Including NPISH,,5495603.747,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,,,Total Gross Value Added,,12574498.65,,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,,1327991.758,969343.8166,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,582409.6697,419637.2895,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,184411.4665,136960.0357,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,132719.9625,90204.79046,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,2227532.857,1616145.932,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,Mining and Quarrying,,,,294011.1531,317973.8102,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,,213832.3379,183149.8458,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,,300357.1499,258935.8023,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,Metal Products,,,232867.6619,225306.1271,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,Machinery and Equipment,,,485167.9983,429549.7124,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,Other Manufactured Goods,,,913963.6511,806908.0996,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,,,,2146188.799,1903849.587,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,334964.6119,224158,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,Construction,,,,991083.6994,865334.931,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,1307323.208,1150121.239,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,126645.6291,111304.6033,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",,,,1433968.837,1261425.842,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,100450.9204,85452,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,,399902.409,343154.7404,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,,7298.096668,8095.186307,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,,20343.75749,6052.794841,₹ Crore
